Go.	Va !
I want to buy them all.	Je veux toutes les acheter.
I want to check it out.	Je veux le vérifier.
I want to cook for you.	Je veux cuisiner pour vous.
I want to cook for you.	Je veux cuisiner pour toi.
I want to do it myself.	Je veux le faire moi-même.
I want to do it myself.	Je veux le faire par moi-même.
I want to go into town.	Je veux aller en ville.
I want to go right now.	Je veux y aller tout de suite.
I want to go to Sweden.	Je veux aller en Suède.
I want to hear who won.	Je veux entendre qui l'a emporté.
I want to hear who won.	Je veux entendre qui a gagné.
I want to learn French.	Je veux apprendre le français.
I want to learn Hebrew.	J'ai envie d'apprendre l'hébreu.
I want to learn Korean.	Je veux apprendre le coréen.
I want to learn karate.	Je veux apprendre le karaté.
I want to live forever.	Je veux vivre pour toujours.
I want to ride a horse.	Je veux monter à cheval.
I want to stay outside.	Je veux rester dehors.
I want to stay outside.	Quant à moi, je veux rester dehors.
I want to study French.	Je veux étudier le français.
I want to study German.	Je veux étudier l'allemand.
I want to study German.	Je veux apprendre l'allemand.
I want to surprise him.	Je veux le surprendre.
I want to write a book.	Je veux écrire un livre.
I want to write to Tom.	Je veux écrire à Tom.
I want you out of here.	Je vous veux hors d'ici.
I want you out of here.	Je te veux hors d'ici.
I want you to be quiet.	Je veux que vous soyez silencieux.
I want you to be quiet.	Je veux que vous soyez silencieuses.
I want you to be quiet.	Je veux que vous soyez silencieuse.
I want you to be quiet.	Je veux que tu sois silencieux.
I want you to be quiet.	Je veux que tu sois silencieuse.
I want you to find out.	Je veux que vous le découvriez.
I want you to find out.	Je veux que tu le découvres.
I want you to find out.	Je veux que tu le démasques.
I want you to find out.	Je veux que vous le démasquiez.
I want you to see this.	Je veux que tu voies ceci.
I want you to see this.	Je veux que vous voyiez ceci.
I wanted to rent a bus.	Je voulais louer un car.
I was able to help her.	Je fus en mesure de l'aider.
I was absolutely right.	J'avais parfaitement raison.
I was following orders.	Je suivais les ordres.
I was happy to see him.	J'étais content de le voir.
I was happy to see him.	J'étais contente de le voir.
I was hungry and angry.	J'étais affamé et irrité.
I was incredibly bored.	Je me suis incroyablement ennuyé.
I was invited to lunch.	J'étais invité à déjeuner.
I was just making sure.	Je voulais simplement m'en assurer.
I was no match for him.	Je ne pouvais me mesurer à lui.
I was not feeling well.	Je ne me sentais pas bien.
I was really emotional.	J'ai été vraiment émotionnel.
I was right behind Tom.	J'étais juste derrière Tom.
I was the last to know.	J'étais le dernier à savoir.
I was there a year ago.	J'étais là il y a un an.
I was there last night.	J'y étais la nuit dernière.
I was thrown off guard.	J'ai été pris par surprise.
I was very tired today.	J'étais très fatigué aujourd'hui.
I was very, very lucky.	J'ai été très, très chanceux.
I was watching TV then.	À ce moment, je regardais la télé.
I was wrong about that.	J'avais tort à propos de cela.
I was wrong about that.	J'avais tort à propos de ça.
I was young and stupid.	J'étais jeune et idiot.
I was young and stupid.	J'étais jeune et idiote.
I wasn't aware of that.	Je n'en avais pas conscience.
I wasn't fired. I quit.	Je n'ai pas été viré. J'ai démissionné.
I wasn't scared at all.	Je n'étais pas du tout effrayé.
I wasn't scared at all.	Je n'étais pas du tout effrayée.
I wasn't strong enough.	Je n'étais pas assez fort.
I watch lots of movies.	Je regarde beaucoup de films.
I weigh about 60 kilos.	Je pèse environ 60 kilos.
I went a different way.	Je suis venu par un autre chemin.
I went over the report.	J'ai parcouru le rapport.
I went straight to bed.	Je suis allé directement au lit.
I went straight to bed.	Je suis allée directement au lit.
I went straight to bed.	J'allai directement au lit.
I went there yesterday.	Je suis allé là hier.
I went there yesterday.	J'y suis allé hier.
I went there yesterday.	Je m'y suis rendu hier.
I went to the hospital.	J'allai à l'hôpital.
I wholeheartedly agree.	Je n'ai aucune réserve.
I wholeheartedly agree.	J'y consens de tout cœur.
I wholeheartedly agree.	Je suis complètement d'accord.
I will be more careful.	Je serai plus prudent.
I will be very careful.	Je serai très prudent.
I will do it right now.	Je vais le faire maintenant.
I will gladly help you.	Je t'aiderai volontiers.
I will gladly help you.	J'aurai plaisir à t'aider.
I will gladly help you.	J'aurai plaisir à vous aider.
I will not be defeated.	Je ne serai pas vaincu.
I will not be defeated.	Je ne serai pas défait.
I will not do it again.	Pas une seconde fois.
I will not do it again.	Je ne voudrai pas le refaire.
I will wait for a week.	J'attendrai pendant une semaine.
I wish I could see you.	J'aimerais pouvoir vous voir.
I wish I could see you.	J'aimerais pouvoir te voir.
I wish Tom would hurry.	J'aimerais que Tom se dépêche.
I won't close the door.	Je ne fermerai pas la porte.
I won't disappoint you.	Je ne te décevrai pas.
I won't fail this time.	Je n'échouerai pas cette fois.
I wonder what happened.	Je me demande ce qui s'est passé.
I work as a consultant.	Je travaille en tant qu'expert.
I worked all this week.	Cette semaine j'ai travaillé tout le temps.
I would like this book.	Je voudrais ce livre.
I would like to see it.	Je voudrais le voir.
I would never go there.	Jamais je ne m'y rendrais.
I wouldn't count on it.	Je n'y compterais pas.
I wouldn't go that far.	Je n'irais pas jusque là.
I wouldn't think of it.	Je n'y songerais pas.
I wrote him to ask why.	Je lui ai écrit pour demander pourquoi.
I'd like to be friends.	J'aimerais que nous soyons amis.
I'd like to be friends.	J'aimerais que nous soyons amies.
I'd like to come along.	J'aimerais me joindre.
I'd like to come along.	J'aimerais venir.
I'd like to go cycling.	J'aimerais aller faire du vélo.
I'd like to have a cat.	Je voudrais avoir un chat.
I'd like to rent a car.	J'aimerais louer une voiture.
I'd like to rent a car.	J'aimerais louer une voiture, s'il vous plaît.
I'd like to replace it.	J'aimerais le dédommager.
I'd say you're jealous.	Je dirais que tu es jaloux.
I'd say you're jealous.	Je dirais que tu es jalouse.
I'd say you're jealous.	Je dirais que vous êtes jaloux.
I'd say you're jealous.	Je dirais que vous êtes jalouse.
I'll accept your offer.	Je vais accepter votre offre.
I'll accept your offer.	Je vais accepter ton offre.
I'll be around all day.	Je serai dans les parages toute la journée.
I'll be busy next week.	Je serai occupé la semaine prochaine.
I'll be going with you.	J'irai avec toi.
I'll be going with you.	J'irai avec vous.
I'll be there in a sec.	Je serai là dans une seconde.
I'll be there tomorrow.	Je serai là-bas demain.
I'll bear that in mind.	Je garderai ça en tête.
I'll bring the glasses.	J'apporte des verres.
I'll call Tom tomorrow.	J'appellerai Tom demain.
I'll call Tom tomorrow.	Je téléphonerai à Tom demain.
I'll call you at seven.	Je t'appelle à sept heures.
I'll call you at seven.	Je t'appellerai à sept heures.
I'll check your vision.	Je vais contrôler votre vue.
I'll come back for you.	Je reviendrai pour toi.
I'll come back for you.	Je reviendrai pour vous.
I'll come if necessary.	Je viendrai si nécessaire.
I'll cut your head off!	Je te couperai la tête !
I'll cut your head off!	Je vous couperai la tête !
I'll do the best I can.	Je ferai de mon mieux.
I'll do the best I can.	Je ferai du mieux que je peux.
I'll fill you in later.	Je te mettrai au courant plus tard.
I'll go back to Boston.	Je retournerai à Boston.
I'll handle everything.	Je gèrerai tout.
I'll have to work hard.	Je vais devoir travailler dur.
I'll keep my eyes shut.	Je garderai les yeux fermés.
I'll keep that in mind.	Je vais garder cela à l'esprit.
I'll leave that to you.	Je te le laisse.
I'll leave that to you.	Je te la laisse.
I'll leave that to you.	Je vous la laisse.
I'll leave that to you.	Je vous le laisse.
I'll make a phone call.	Je vais passer un appel téléphonique.
I'll meet him tomorrow.	Je vais le rencontrer demain.
I'll miss your cooking.	Votre cuisine va me manquer.
I'll miss your cooking.	Ta cuisine me manquera.
I'll never forgive him.	Je ne lui pardonnerai jamais.
I'll never forgive you.	Je ne te pardonnerai jamais.
I'll never forgive you.	Je ne vous pardonnerai jamais.
I'll never forgive you.	Jamais je ne vous pardonnerai.
I'll never forgive you.	Jamais je ne te pardonnerai.
I'll rip your head off!	Je t'arracherai la tête !
I'll rip your head off!	Je vous arracherai la tête !
I'll see you later, OK?	Je te verrai plus tard, d'accord ?
I'll see you later, OK?	Je vous verrai plus tard, d'accord ?
I'll send you the link.	Je t'enverrai le lien.
I'll shoot both of you.	Je vous descendrai toutes les deux.
I'll shoot both of you.	Je vous descendrai tous les deux.
I'll start with a beer.	Je vais commencer avec une bière.
I'll start with a beer.	Je vais commencer par une bière.
I'll study your report.	Je vais étudier ton rapport.
I'll study your report.	J'étudierai votre rapport.
I'll study your report.	J'étudierai ton rapport.
I'll study your report.	Je vais étudier votre rapport.
I'll take a stab at it.	Je vais l'essayer.
I'll take care of that.	J’en prendrai soin.
I'll take care of that.	Je m'en occuperai.
I'll take care of this.	J’en prendrai soin.
I'll take the next bus.	Je prendrai le prochain bus.
I'll take the next bus.	Je vais prendre le prochain bus.
I'll talk to you later.	Je te parlerai plus tard.
I'll talk to you later.	Je vous parlerai plus tard.
I'll tell you a secret.	Je vais te dire un secret.
I'll tell you a secret.	Je vais te dévoiler un secret.
I'll tell you my story.	Je te dirai mon histoire.
I'll tell you my story.	Je vous dirai mon histoire.
I'll wait here for you.	Je vais t'attendre ici.
I'll walk out with you.	Je vous conduis à la porte.
I'm a Japanese teacher.	Je suis un professeur de japonais.
I'm a Japanese teacher.	Je suis enseignant en japonais.
I'm a few minutes late.	Je suis en retard de quelques minutes.
I'm a good taxi driver.	Je suis un bon chauffeur de taxi.
I'm a little bit tired.	Je suis un peu fatigué.
I'm a little skeptical.	Je suis un peu sceptique.
I'm above telling lies.	Je ne suis pas homme à dire des mensonges.
I'm accustomed to this.	J'y suis habitué.
I'm accustomed to this.	J'en suis familier.
I'm afraid of drowning.	J'ai peur de me noyer.
I'm afraid of the dark.	J'ai peur du noir.
I'm afraid of the dark.	J'ai peur de l'obscurité.
I'm allergic to gluten.	Je suis allergique au gluten.
I'm allowing you to go.	Je t'autorise à y aller.
I'm allowing you to go.	Je vous autorise à y aller.
I'm already in trouble.	J'ai déjà des ennuis.
I'm anxious to see you.	Je suis impatient de te voir.
I'm anxious to see you.	Je suis impatient de vous voir.
I'm ashamed of my body.	J'ai honte de mon corps.
I'm ashamed of my past.	J'ai honte de mon passé.
I'm at an office party.	Je suis à un pot, au boulot.
I'm at the airport now.	Je suis maintenant à l'aéroport.
I'm aware of the facts.	Je suis consciente des faits.
I'm aware of the facts.	Je suis conscient des faits.
I'm aware of the risks.	Je suis consciente des risques.
I'm aware of the risks.	Je suis conscient des risques.
I'm being held hostage.	Je suis retenu en otage.
I'm being held hostage.	Je suis retenue en otage.
I'm busy at the moment.	Je suis occupé pour le moment.
I'm completely wrecked.	Je suis complètement en vrac.
I'm completely wrecked.	Je suis complètement pété.
I'm concerned about it.	Cela me préoccupe.
I'm doing this for him.	Je le fais pour lui.
I'm doing this for you.	Je le fais pour toi.
I'm doing this for you.	Je le fais pour vous.
I'm done with all that.	J'en ai fini avec tout ça.
I'm fascinated by cats.	Je suis fasciné par les chats.
I'm fascinated by cats.	Je suis fascinée par les chats.
I'm getting used to it.	Je m'y habitue.
I'm glad I invited you.	Je suis heureux de t'avoir invité.
I'm glad I invited you.	Je suis heureux de t'avoir invitée.
I'm glad I invited you.	Je suis heureux de vous avoir invité.
I'm glad I invited you.	Je suis heureux de vous avoir invitée.
I'm glad I invited you.	Je suis heureux de vous avoir invités.
I'm glad I invited you.	Je suis heureux de vous avoir invitées.
I'm glad I invited you.	Je suis heureuse de t'avoir invité.
I'm glad I invited you.	Je suis heureuse de t'avoir invitée.
I'm glad I invited you.	Je suis heureuse de vous avoir invité.
I'm glad I invited you.	Je suis heureuse de vous avoir invitée.
I'm glad I invited you.	Je suis heureuse de vous avoir invités.
I'm glad I invited you.	Je suis heureuse de vous avoir invitées.
I'm glad I left Boston.	Je suis content d'être parti de Boston.
I'm glad I left Boston.	Je suis contente d'être partie de Boston.
I'm glad I'm not a dog.	Je suis ravi de ne pas être un chien.
I'm glad you came over.	Je me réjouis que vous soyez venus.
I'm glad you came over.	Je me réjouis que vous soyez venu.
I'm glad you came over.	Je me réjouis que vous soyez venue.
I'm glad you came over.	Je me réjouis que tu sois venue.
I'm glad you came over.	Je me réjouis que tu sois venu.
I'm glad you're coming.	Je suis heureux que vous veniez.
I'm glad you're coming.	Je suis heureux que tu viennes.
I'm glad you're coming.	Je suis heureuse que tu viennes.
I'm glad you're coming.	Je suis heureuse que vous veniez.
I'm going to Australia.	Je vais en Australie.
I'm happy for you both.	Je suis heureux pour vous deux.
I'm happy for you both.	Je suis heureuse pour vous deux.
I'm happy you liked it.	Je suis heureux que tu l'aies aimé.
I'm happy you liked it.	Je suis heureux que vous l'ayez aimé.
I'm happy you liked it.	Je suis heureuse que tu l'aies aimé.
I'm happy you liked it.	Je suis heureuse que vous l'ayez aimé.
I'm honored to be here.	Je suis honoré d'être ici.
I'm horrible with kids.	Je suis terrible avec les enfants.
I'm horrible with kids.	Je suis horrible avec les gamins.
I'm hungry and thirsty.	J'ai faim et soif.
I'm hungry and thirsty.	Je suis affamé et assoiffé.
I'm in the tennis club.	Je suis membre de ce club de tennis.
I'm in the tennis club.	Je fais partie du club de tennis.
I'm just not very busy.	Je ne suis simplement pas très occupé.
I'm just not very busy.	Je ne suis simplement pas très occupée.
I'm kind of sick today.	Je suis un peu malade aujourd'hui.
I'm listening to music.	Je suis en train d'écouter de la musique.
I'm living in the city.	Je vis en ville.
I'm longing to see him.	J'ai hâte de le voir.
I'm looking for my key.	Je cherche ma clé.
I'm lying on the grass.	Je suis allongé dans l'herbe.
I'm lying on the grass.	Je suis allongée dans l'herbe.
I'm more than a friend.	Je suis plus qu'un ami.
I'm more than a friend.	Je suis plus qu'une amie.
I'm no friend of yours.	Je ne suis pas ton ami.
I'm no friend of yours.	Je ne suis pas ton amie.
I'm no friend of yours.	Je ne suis pas votre ami.
I'm no friend of yours.	Je ne suis pas votre amie.
I'm no friend of yours.	Je ne compte pas au nombre de tes amis.
I'm no friend of yours.	Je ne compte pas au nombre de vos amis.
I'm no friend of yours.	Je ne compte pas au nombre de tes amies.
I'm no friend of yours.	Je ne compte pas au nombre de vos amies.
I'm not a professional.	Je ne suis pas un professionnel.
I'm not a professional.	Je ne suis pas une professionnelle.
I'm not all that drunk.	Je ne suis pas saoul à ce point.
I'm not all that smart.	Je ne suis pas si malin.
I'm not all that smart.	Je ne suis pas si maligne.
I'm not an early riser.	Je me lève tard le matin.
I'm not answering that.	Je ne suis pas en train de répondre à cela.
I'm not answering that.	Je ne vais pas y répondre.
I'm not as busy as Tom.	Je ne suis pas aussi occupé que Tom.
I'm not as busy as Tom.	Je ne suis pas aussi occupée que Tom.
I'm not busy right now.	Je ne suis pas occupé pour le moment.
I'm not busy right now.	Je ne suis pas occupée, à l'instant.
I'm not disputing that.	Je ne conteste pas cela.
I'm not going anywhere.	Je ne vais nulle part.
I'm not going anywhere.	Je ne me rends nulle part.
I'm not happy about it.	Je n'en suis pas content.
I'm not happy about it.	Je n'en suis pas contente.
I'm not hitting on you.	Je ne te drague pas.
I'm not hitting on you.	Je ne vous drague pas.
I'm not home right now.	Je ne suis pas chez moi à l'heure actuelle.
I'm not hungry anymore.	Je n'ai plus faim.
I'm not letting you go.	Pas question que je te laisse y aller.
I'm not making that up.	Je ne l'invente pas.
I'm not ready to fight.	Je ne suis pas prêt à me battre.
I'm not ready to fight.	Je ne suis pas prête à me battre.
I'm not really worried.	Je ne suis pas vraiment inquiet.
I'm not really worried.	Je ne suis pas vraiment inquiète.
I'm not sure I'm ready.	Je ne suis pas sûr d'être prêt.
I'm not sure I'm ready.	Je ne suis pas sûre d'être prête.
I'm not talking to Tom.	Je ne parle pas avec Tom.
I'm not talking to you.	Je ne parle pas avec toi.
I'm not talking to you.	Je ne parle pas avec vous.
I'm not totally stupid.	Je ne suis pas complètement bête !
I'm not very confident.	Je n'ai pas trop confiance.
I'm not very organized.	Je ne suis pas très organisé.
I'm not very organized.	Je ne suis pas très organisée.
I'm not your boyfriend.	Je ne suis pas ton petit-ami.
I'm on a paid vacation.	Je suis en congés payés.
I'm only doing my duty.	Je ne fais que mon devoir.
I'm pleased to see you.	Je suis ravi de te voir.
I'm pleased to see you.	Je suis ravi de vous voir.
I'm proud of my father.	Je suis fière de mon père.
I'm proud of my father.	Je suis fier de mon père.
I'm proud of my school.	Je suis fier de mon école.
I'm quite sure of that.	J'en suis quasiment certain.
I'm rather proud of it.	Je suis plutôt fier de ça.
I'm ready for tomorrow.	Je suis prêt pour demain.
I'm ready for tomorrow.	Je suis prête pour demain.
I'm ready to leave now.	Je suis prêt à partir maintenant.
I'm ready when you are.	Je suis prêt quand tu l'es.
I'm ready when you are.	Je suis prêt quand vous l'êtes.
I'm really embarrassed.	Je suis vraiment embarrassé.
I'm really embarrassed.	Je suis vraiment embarrassée.
I'm really proud of it.	J'en suis vraiment fier.
I'm really proud of it.	J'en suis réellement fière.
I'm really tired today.	Je suis vraiment très fatigué aujourd'hui.
I'm reporting for duty.	Au rapport.
I'm sick of being sick.	J'en ai marre d'être malade.
I'm sick of hearing it.	J'en ai assez de l'entendre.
I'm sick of hearing it.	J'en ai marre de l'entendre.
I'm so bored right now.	Je m'ennuie tellement en ce moment.
I'm sorry, I really am.	Je suis désolé, vraiment.
I'm studying very hard.	J'étudie avec beaucoup d'assiduité.
I'm studying very hard.	J'étudie très consciencieusement.
I'm terrible at tennis.	Je suis nulle au tennis.
I'm the youngest child.	Je suis le plus jeune enfant.
I'm the youngest child.	Je suis la plus jeune enfant.
I'm thinking about you.	Je pense à vous.
I'm too tired to argue.	Je suis trop fatigué pour me disputer.
I'm too tired to argue.	Je suis trop fatiguée pour me disputer.
I'm too tired to drive.	Je suis trop fatigué pour conduire.
I'm too tired to think.	Je suis trop fatigué pour réfléchir.
I'm too tired to think.	Je suis trop fatiguée pour réfléchir.
I'm too tired to think.	Je suis trop fatigué pour penser.
I'm too tired to think.	Je suis trop fatiguée pour penser.
I'm trying to remember.	J'essaie de me rappeler.
I'm using the computer.	Je suis en train d'utiliser l'ordinateur.
I'm walking beside her.	Je marche à son côté.
I'm wearing sunglasses.	Je porte des lunettes de soleil.
I'm well aware of that.	Je suis bien conscient de ça.
I'm working on his car.	Je travaille sur sa voiture.
I'm worried about them.	Je me fais du souci pour elles.
I'm worried about them.	Je me fais du souci pour eux.
I'm worried about them.	Je me fais du souci à leur sujet.
I've been kind of busy.	J'ai été plutôt occupé.
I've been kind of busy.	J'ai été plutôt occupée.
I've been there before.	J'y ai été auparavant.
I've broken my glasses.	J'ai cassé mes lunettes.
I've broken my glasses.	J'ai brisé mes lunettes.
I've caught a bad cold.	J'ai contracté un mauvais rhume.
I've come to apologize.	Je suis venu m'excuser.
I've found another job.	J'ai trouvé un autre travail.
I've got a few friends.	J'ai quelques amis.
I've got a plastic cup.	J'ai une tasse en plastique.
I've got a plastic cup.	J'ai un verre en plastique.
I've got a sweet tooth.	J'ai un bec sucré.
I've got a sweet tooth.	Je suis un sucré.
I've got a sweet tooth.	Je suis une sucrée.
I've got it all sorted.	J'ai tout débrouillé.
I've got it right here.	C'est tout ce que je possède.
I've got nowhere to go.	Je n'ai nulle part où aller.
I've got plans for you.	J'ai des projets pour vous.
I've got plans for you.	J'ai des projets pour toi.
I've got some problems.	J'ai des problèmes.
I've got things to say.	J'ai des choses à dire.
I've got to leave soon.	Je dois bientôt partir.
I've got to make lunch.	Je dois faire à déjeuner.
I've looked everywhere.	J'ai regardé partout.
I've lost all my money.	J'ai perdu tout mon argent.
I've never been abroad.	Je n'ai jamais été à l'étranger.
I've never been abroad.	Je ne me suis jamais rendu à l'étranger.
I've never been better.	Je n'ai jamais été aussi bien.
I've never been better.	Je ne me suis jamais si bien porté.
I've never been better.	Je ne me suis jamais si bien portée.
I've never lied to you.	Je ne t'ai jamais menti.
I've never lied to you.	Je ne vous ai jamais menti.
I've never lost to Tom.	Je n'ai jamais perdu contre Tom.
I've never told anyone.	Je ne l'ai jamais dit à personne.
I've only got one left.	Il ne m'en reste qu'un.
I've only got one left.	Je n'en ai qu'un de reste.
I've only seen it once.	Je ne l'ai vu qu'une fois.
I've only used it once.	Je l'ai utilisé seulement une fois.
I've really missed you.	Tu me manquais vraiment.
I've removed the comma.	J'ai enlevé la virgule.
I've removed the comma.	J'ai retiré la virgule.
I've removed the comma.	J'ai soustrait la virgule.
I've ruined everything.	J'ai tout gâché.
I've ruined everything.	J'ai tout foiré.
In a sense, it is true.	En un sens, c'est vrai.
In brief, he was wrong.	Pour faire court, il a eu tort.
In that case, let's go.	Dans ce cas, allons-y.
In this case, let's go.	Dans ce cas, allons-y.
Insects are arthropods.	Les insectes sont des arthropodes.
Iron is a useful metal.	Le fer est un métal utile.
Is Tom out of his mind?	Tom a-t-il perdu l'esprit ?
Is Tom related to Mary?	Tom est-il de la même famille que Mary ?
Is Tom related to Mary?	Tom et Mary sont-ils parents ?
Is Tom related to Mary?	Tom a-t-il un lien de parenté avec Mary ?
Is Tom still at school?	Tom est-il encore à l'école ?
Is anybody else scared?	Qui que ce soit d'autre a-t-il peur ?
Is anyone absent today?	Quelqu'un est-il absent aujourd'hui ?
Is anyone absent today?	Quiconque est-il absent, aujourd'hui ?
Is anyone else bidding?	Qui que ce soit d'autre fait-il une offre ?
Is anyone else excited?	Quelqu'un d'autre est-il enthousiasmé ?
Is anything the matter?	Quelque chose ne va pas ?
Is anything the matter?	Quelque chose qui cloche ?
Is eating people wrong?	Manger des êtres humains est-il mal ?
Is everybody all right?	Est-ce que tout le monde va bien ?
Is everybody happy now?	Est-ce que tout le monde est content maintenant ?
Is everybody happy now?	Est-ce que tout le monde est heureux maintenant ?
Is everybody listening?	Tout le monde écoute-t-il ?
Is everyone recovering?	Tout le monde se remet-il ?
Is everything prepared?	Tout est-il préparé ?
Is he any better today?	Va-t-il mieux aujourd'hui ?
Is he going to help us?	Va-t-il nous aider ?
Is he interested in me?	S'intéresse-t-il à moi ?
Is he still interested?	Est-il toujours intéressé ?
Is her father a doctor?	Son père est-il médecin ?
Is his father a doctor?	Son père est-il médecin ?
Is it OK if I kiss you?	Vois-tu un inconvénient à ce que je t'embrasse ?
Is it OK if I kiss you?	Voyez-vous un inconvénient à ce que je vous embrasse ?
Is it OK if I sit here?	Est-ce que ça va, si je m'assois ici ?
Is it a recent picture?	Est-ce une photo récente ?
Is it a social problem?	Est-ce un problème social ?
Is it a social problem?	Est-ce un problème de société ?
Is it always like this?	Est-ce toujours ainsi ?
Is it always this cold?	Fait-il toujours froid comme ça ?
Is it hard to fool you?	Est-ce difficile de te piéger ?
Is it only about money?	S'agit-il seulement d'argent ?
Is something different?	Quelque chose est-il différent ?
Is something happening?	Quelque chose se produit-il ?
Is something happening?	Quelque chose a-t-il lieu ?
Is that seat available?	Ce siège est-il libre ?
Is that what Tom meant?	Est-ce ce que Tom voulait dire ?
Is that why you called?	Est-ce pourquoi tu as appelé ?
Is that why you called?	Est-ce pourquoi vous avez appelé ?
Is that your real name?	Est-ce là votre véritable nom ?
Is that your real name?	Est-ce là ton véritable nom ?
Is the wound very deep?	La blessure est-elle très profonde ?
Is there a parking lot?	Y a-t-il un parking ?
Is there any more beer?	Y a-t-il encore de la bière ?
Is there any salt left?	Reste-t-il du sel ?
Is there any salt left?	Reste-t-il du sel ?
Is there anybody there?	Quiconque est-il là ?
Is there water on Mars?	Y a-t-il de l'eau sur Mars ?
Is this time different?	Ce temps est-il différent ?
Is this time different?	Cette fois est-elle différente ?
Is this time different?	En va-t-il différemment cette fois ?
Is this where you live?	Est-ce là que vous vivez ?
Is this where you live?	Est-ce là que tu vis ?
Is this your briefcase?	Est-ce votre porte-documents ?
Is today your birthday?	Est-ce votre anniversaire aujourd'hui ?
Is today your birthday?	Est-ce ton anniversaire aujourd'hui ?
Is your daughter blind?	Votre fille est-elle aveugle ?
Is your daughter blind?	Ta fille est-elle aveugle ?
Is your mother at home?	Votre mère est-elle chez elle ?
Is your mother at home?	Ta mère est-elle à la maison ?
Is your mother at home?	Ta mère est-elle chez elle ?
Is your mother at home?	Ta mère est-elle à la maison ?
Is your mother at home?	Ta mère est-elle chez elle ?
Is your sister married?	Est-ce que ta sœur est mariée ?
Isn't that what I said?	N'est-ce pas ce que j'ai dit ?
Isn't this place great?	Cet endroit n'est il pas génial ?
Isn't this place great?	Cet endroit n'est il pas terrible ?
It all makes sense now.	Tout s'éclaire, maintenant.
It brings me great joy.	Cela me cause une grande joie.
It can't possibly work.	Il est impossible que cela fonctionne.
It didn't go very well.	Cela ne s'est pas très bien passé.
It doesn't hurt at all.	Ça ne fait pas du tout mal.
It doesn't hurt at all.	Ça ne fait pas mal du tout.
It doesn't matter much.	Peu importe.
It doesn't ring a bell.	Ça ne me dit rien.
It doesn't ring a bell.	Ça ne m'évoque rien.
It doesn't surprise me.	Cela ne me surprend pas.
It gives me the creeps.	Cela me donne la chair de poule.
It had started to rain.	Il avait commencé à pleuvoir.
It happened in a flash.	C'est arrivé en un éclair.
It happened so quickly.	C'est arrivé si vite.
It has happened before.	C'est arrivé auparavant.
It has happened before.	Ça s'est produit auparavant.
It has stopped raining.	Il s'est arrêté de pleuvoir.
It hasn't happened yet.	Cela ne s'est pas encore produit.
It is finally all over.	C'est finalement terminé.
It is me that is wrong.	C'est moi qui ai faux.
It is me that is wrong.	C'est moi qui suis en tort.
It is not his business.	Ce n'est pas son affaire.
It is raining hard now.	Il pleut beaucoup maintenant.
It is their last movie.	C'est leur dernier film.
It is time I left here.	Il est temps que je parte.
It is to his advantage.	C'est à son avantage.
It isn't just for show.	Ce n'est pas que pour la frime.
It isn't just for show.	Ce n'est pas que pour parader.
It isn't much of a car.	Ça n'a pas grand-chose d'une voiture.
It just makes no sense.	Ça n'a simplement aucun sens.
It looks good on paper.	Sur le papier, ça a l'air bien.
It looks like an apple.	Ça ressemble à une pomme.
It makes me feel dirty.	Ça me donne l'impression d'être sale.
It makes me feel dirty.	Ça me fait me sentir sale.
It may rain any minute.	Il peut pleuvoir à tout moment.
It means nothing to me.	Ça ne signifie rien pour moi.
It might not be enough.	Ça pourrait ne pas suffire.
It might not be enough.	Ça pourrait ne pas être suffisant.
It might not even work.	Il se pourrait même que ça ne fonctionne pas.
It might rain tomorrow.	Il pourrait pleuvoir demain.
It really is difficult.	C'est vraiment difficile.
It seems logical to me.	Cela me semble logique.
It seems to be serious.	Ça a l'air sérieux.
It seems to be working.	Ça a l'air de marcher.
It should be like this.	Ça devrait être ainsi.
It sounds like a dream.	Ça ressemble à un rêve.
It tastes like chicken.	Ça a goût de poulet.
It tastes like chicken.	Ça goûte le poulet.
It tastes like chicken.	Ça a le même goût que le poulet.
It varies a great deal.	Ça varie terriblement.
It was a bold decision.	Ce fut une décision hardie.
It was a bold decision.	Ce fut une décision audacieuse.
It was a judgment call.	Ce fut une décision à prendre.
It was a judgment call.	Cela a été une question de jugement.
It was a very big room.	C'était une très grande pièce.
It was a waste of time.	Ce fut une perte de temps.
It was a waste of time.	Ça a été une perte de temps.
It was a weird feeling.	C'était un sentiment bizarre.
It was a weird feeling.	C'était une sensation bizarre.
It was a wise decision.	Ce fut une sage décision.
It was all for nothing.	Ce fut entièrement pour rien.
It was as hard as rock.	C'était aussi dur que de la pierre.
It was beginner's luck.	C'était la chance du débutant.
It was chilly that day.	Il faisait frisquet ce jour-là.
It was extremely funny.	C'était extrêmement amusant.
It was extremely funny.	Ce fut extrêmement amusant.
It was extremely weird.	C'était extrêmement étrange.
It was hard to believe.	C'était difficile à croire.
It was hard to believe.	Ce fut difficile à croire.
It was hard to believe.	Ça a été difficile à croire.
It was hot in the room.	Il faisait chaud dans la chambre.
It was never like that.	Ça n'a jamais été ainsi.
It was not an accident.	Ce n'était pas un accident.
It was not an accident.	Ce ne fut pas un accident.
It was not an accident.	Ça n'a pas été un accident.
It was raining quietly.	Il pleuvait doucement.
It was such a nice day.	C'était un si beau jour.
It was sunny yesterday.	Il y avait du soleil hier.
It was sunny yesterday.	Le temps était ensoleillé hier.
It was truly a miracle.	C'était vraiment un miracle.
